text,rating,sentiment,text_clean,sentiment_encoded
Thanks gan barangnya udah sampe,5,Positif,thanks gan barangnya udah sampe,2
barang sdh diterima dlam kondisi baik Terima kasih,4,Positif,barang sdh diterima dlam kondisi terima kasih,2
thanks ka bet nya sudah sampai..,5,Positif,thanks ka bet nya,2
Barang sudah sampai dan sesuai dengan spesifikasi. Packagingnya juga rapi.,5,Positif,barang sesuai spesifikasi packagingnya rapi,2
barang tidak sesuai dgn yg di harapkan,2,Negatif,barang sesuai dgn yg harapkan,0
BARANG SUDAH SAMPAI GAN...MAKASIH....,4,Positif,barang ganmakasih,2
barangx sesuai yg di ingin kan,4,Positif,barangx sesuai yg,2
gud ...............................,5,Positif,gud,2
"Thanks gan, udah sya triama dengan baik....",4,Positif,thanks gan udah sya triama,2
"bagus produk bat pingpongnya, rekomendasi untuk membeli di seller yang 1 ini, thx",5,Positif,bagus produk bat pingpongnya rekomendasi membeli seller thx,2
"barang lumayan, pengiriman sangat lambat
jne yes dikirim hari jum'at sampai hari rabu",4,Positif,barang lumayan pengiriman lambat jne yes dikirim jumat rabu,2
.........................................,4,Positif,,2
"Pengiriman cepat... Terima kasih ya gan.. Cuma ternyata spesifikasi product kurang.. Pas saya pakai kurang nyaman pantulan kedengaran bunyi papan nya,  mungkin next nya saya coba yg model lain",3,Netral,pengiriman cepat terima kasih ya gan spesifikasi product pas pakai nyaman pantulan kedengaran bunyi papan nya next nya coba yg model,1
Barang diterima dalam kondisi baik,4,Positif,barang diterima kondisi,2
barang sudah sampai.........thanks,4,Positif,barang sampaithanks,2
very..very..very..very..recommended seller...,5,Positif,veryveryveryveryrecommended seller,2
"Bat terlalu tipis & terlalu ringan. Walaupun tulisannya allround, tapi lebih cocok buat defense.
Tapi kecepatan pelayanan tokonya top abis.",3,Netral,bat tipis ringan tulisannya allround cocok defense kecepatan pelayanan tokonya top abis,1
cakeep brook... thank you udah sampai dengan baik,5,Positif,cakeep brook thank you udah,2
barang mantapp surantap tob margotobbb....,5,Positif,barang mantapp surantap tob margotobbb,2
Lumayan buat pemula n Sesuai dgn harga..,4,Positif,lumayan pemula n sesuai dgn harga,2
"barang dah Nyampe Bos, Sesuai Pesanan dan Diterima dengan Baik. terimakasiiiih . . . .",4,Positif,barang dah nyampe bos sesuai pesanan diterima terimakasiiiih,2
Bet tiba tepat waktu...kualitas sesuai duit....semoga saya + jago main ping pong :),5,Positif,bet waktukualitas sesuai duitsemoga jago main ping pong,2
tengkyuuuuuuuuuuuuuuuuuuuuuuuuu,4,Positif,tengkyuuuuuuuuuuuuuuuuuuuuuuuuu,2
"paket diterima, ad sedikit cacat di bagian gagang disebabkn bungkus pecah. yg lain  gk ad masalah. terimakasih, mudh2an usaha makin laris dan lancar dan pelayanan semakin baiK",2,Negatif,paket diterima ad cacat gagang disebabkn bungkus pecah yg gk ad terimakasih mudhan usaha laris lancar pelayanan,0
"Terimakasih ya barang sudah saya terima, kualitas nya cukup oke. Packingan cukup rapi serta kondisi barang masih bagus. Semoga nyaman dipakai",4,Positif,terimakasih ya barang terima kualitas nya oke packingan rapi kondisi barang bagus semoga nyaman dipakai,2
"sesuai dengan harganya, seperti pepatah ada harga ada kualitas",4,Positif,sesuai harganya pepatah harga kualitas,2
lumayan lah untuk bat pemula........zzzzzzzzz,3,Netral,lumayan bat pemulazzzzzzzzz,1
bat nya sudah sampai. thanks gan,5,Positif,bat nya thanks gan,2
yesss...........mantap,4,Positif,yesssmantap,2
"trimakasih responya cepat, kirimanya sudah di terima. barang sesuai yang di harapkan.",4,Positif,trimakasih responya cepat kirimanya terima barang sesuai harapkan,2
Barang sudah sampai oke thx bwt kirimannya,4,Positif,barang oke thx bwt kirimannya,2
yesssssss...passssss,4,Positif,yessssssspassssss,2
Tingkatkan lagi qualitasnya,4,Positif,tingkatkan qualitasnya,2
Bagus....................,5,Positif,bagus,2
Terima kasih ....barang sudah di Terima..,5,Positif,terima kasih barang terima,2
"terima kasih,  respon cepat,  barang sangat sesuai",5,Positif,terima kasih respon cepat barang sesuai,2
barang sudah di terima kondisi ok,5,Positif,barang terima kondisi ok,2
sesuai pesanan dan cepat sampai gan thx,4,Positif,sesuai pesanan cepat gan thx,2
"Sy pesan yg warna Kuning, tp dikirim yg warna Merah tanpa konfirmasi. Sayang sekali.",4,Positif,sy pesan yg warna kuning tp dikirim yg warna merah konfirmasi sayang,2
barang sudah diterima dengan aman,5,Positif,barang diterima aman,2
"produk oke sesuai harga, namun sayang warna yg  saya ingin kuning mungkin stok habis jdi merah.",4,Positif,produk oke sesuai harga sayang warna yg kuning stok habis jdi merah,2
"barang udh di terima gan thanks
kualitas sesuai harga",5,Positif,barang udh terima gan thanks kualitas sesuai harga,2
"Barang mantap sesuai harga dan pesanan
Sukses terus bang",5,Positif,barang mantap sesuai harga pesanan sukses bang,2
Good seller..barang ok sesuai deskripsi..cuma untuk pengiriman sebaiknya bagian atas sablon jangan ditimpah barang lain karena akan lecet.,5,Positif,good sellerbarang ok sesuai deskripsicuma pengiriman sablon ditimpah barang lecet,2
Mohon di perbaiki pengorimannya padahal sdah pke reguler trus pke asuransi tpi pengorimannya kurang memuaskan,4,Positif,mohon perbaiki pengorimannya sdah pke reguler trus pke asuransi tpi pengorimannya memuaskan,2
"sesuai dengan harganya,, hehehe terimakasih",4,Positif,sesuai harganya hehehe terimakasih,2
"kualitas produk lumayan, dikirim tepat waktu recomended seller",4,Positif,kualitas produk lumayan dikirim recomended seller,2
"packing bagus , barang bagus . toko recomended untuk belanja online",4,Positif,packing bagus barang bagus toko recomended belanja online,2
"Barang sudah diterima dengan  baik, terimakasih.",4,Positif,barang diterima terimakasih,2
barang bagus tebal dan mantap...proses cepat...recomended,5,Positif,barang bagus tebal mantapproses cepatrecomended,2
"barangnya bagus, sesuai dengan deskripsi",5,Positif,barangnya bagus sesuai deskripsi,2
"barang sudah diterima, tapi belum dicoba...terima kasih",5,Positif,barang diterima dicobaterima kasih,2
mintalah.......................,3,Netral,mintalah,1
"barang sudah sampai,terima kasih banget",5,Positif,barang sampaiterima kasih banget,2
"Respon Seller Bagus, kualitas normal...",3,Netral,respon seller bagus kualitas normal,1
Barang bagusss sesuai dgn gambar.,5,Positif,barang bagusss sesuai dgn gambar,2
"Oke,tdk mengecewakan,sesuai harga",4,Positif,oketdk mengecewakansesuai harga,2
kualitas barang bagus seperti iklannya,5,Positif,kualitas barang bagus iklannya,2
Build quality yang bagus,5,Positif,build quality bagus,2
"Respon pelapak cepat. Barangnya cukup lumayan, sesuai harga.",4,Positif,respon pelapak cepat barangnya lumayan sesuai harga,2
"Kualitas Produk baik, nyaman digunakan, 👍",5,Positif,kualitas produk nyaman 👍,2
Produk bagus..terima kasih,5,Positif,produk bagusterima kasih,2
Barang mantap gan... Nyaman dipake,5,Positif,barang mantap gan nyaman dipake,2
Saya senang produknya dipaketkan dengan rapi dan tidak ada cacat. Recommended !,5,Positif,senang produknya dipaketkan rapi cacat recommended,2
"Good quality, save packing :)",4,Positif,good quality save packing,2
Respon nya cepet....barang sdh smp yaah....tq,5,Positif,respon nya cepetbarang sdh smp yaahtq,2
"Barang sampai dengan selamat, thanks gan.",4,Positif,barang selamat thanks gan,2
Barang dibungkus dengan rapi dan diterima dengan cepat dan dalam kondisi baik.,5,Positif,barang dibungkus rapi diterima cepat kondisi,2
"Barangnya ok, bahannya jg bagus nyaman dipake.",5,Positif,barangnya ok bahannya jg bagus nyaman dipake,2
"saya berat 80, pake ukuran L ternyata nyaman aja
pengiriman sesuai jadwal, bahan bagus nyaman di kulit",5,Positif,berat pake ukuran l nyaman aja pengiriman sesuai jadwal bahan bagus nyaman kulit,2
Barang datang tepat waktu,4,Positif,barang,2
"Barang sudah sampai sesuai spesifikasi, terima kasih....",4,Positif,barang sesuai spesifikasi terima kasih,2
Barang bagus sesuai diskripsinya.. Thanks,4,Positif,barang bagus sesuai diskripsinya thanks,2
"Brg sdh sampe ,sesuai deskripsi nya, thx u yaaa..",5,Positif,brg sdh sampe sesuai deskripsi nya thx u yaaa,2
Kualitas barang bagus dan pengiriman cepat,5,Positif,kualitas barang bagus pengiriman cepat,2
"Produk sesuai gambar, pelayanan cepat,  mutu produk ciamik harga  pas kantong olahragawan.😀",5,Positif,produk sesuai gambar pelayanan cepat mutu produk ciamik harga pas kantong olahragawan😀,2
Barang bagus tepat waktu,5,Positif,barang bagus,2
Kapan kapan belanja disini lagi..,5,Positif,belanja,2
"Produk bagus packing agak sedikit kurang rapih tapi overall okay, thanks tokped 🙏",4,Positif,produk bagus packing rapih overall okay thanks tokped 🙏,2
Sesuai pesanan..dan fast respon,4,Positif,sesuai pesanandan fast respon,2
Bagus barangnya sesuai pesanan,5,Positif,bagus barangnya sesuai pesanan,2
"order kesekian dan selalu memuaskan,
sukses selalu Bos",5,Positif,order kesekian memuaskan sukses bos,2
Seperti ekpetasi saya,5,Positif,ekpetasi,2
"Mantap barang sesuai pesanan, respon dan pengiriman cepat selebihnya bintang yang bicara

Sukses selalu",5,Positif,mantap barang sesuai pesanan respon pengiriman cepat selebihnya bintang bicara sukses,2
sudah sampai makasih yah,4,Positif,makasih yah,2
"sory telat ngasih ulasan,....................",5,Positif,sory telat ngasih ulasan,2
"fast respon, fast delivery",5,Positif,fast respon fast delivery,2
"nyaman di pakai, semoga awet g molor",4,Positif,nyaman pakai semoga awet g molor,2
mantapppppppp............................,5,Positif,mantapppppppp,2
barang sudah diterima sesuai pesanan terimakasih,5,Positif,barang diterima sesuai pesanan terimakasih,2
mantapppppp pengen beli 3pcs lg msh ada??,5,Positif,mantapppppp pengen beli pcs lg msh,2
Terimakasih banyak yah......................,5,Positif,terimakasih yah,2
"Lgsg d coba sma adik , katanya good ..",4,Positif,lgsg d coba sma adik good,2
berkualitas dan nyaman dipakai serta cukup mudah dicuci,4,Positif,berkualitas nyaman dipakai mudah dicuci,2
barang sudah d terima gan.makasih,3,Netral,barang d terima ganmakasih,1
good......................................................................,4,Positif,good,2
Thanks gan barang sudah sampai.,4,Positif,thanks gan barang,2
barang yg diterima sesuai dgn yg difoto,5,Positif,barang yg diterima sesuai dgn yg difoto,2
makasih................barang dah di terima,5,Positif,makasihbarang dah terima,2
"barang bagus kualitas bagus, malahan rencana mau pesan lg",4,Positif,barang bagus kualitas bagus rencana pesan lg,2
terima kasih barang sudah saya terima dalam kondisi baik,4,Positif,terima kasih barang terima kondisi,2
brg sdh sampe...........................trims,5,Positif,brg sdh sampetrims,2
Biar bintang yang berbicara......,5,Positif,biar bintang berbicara,2
"Barang sesuai dengan pesanan.,",4,Positif,barang sesuai pesanan,2
Barangnya bagus... Seuai dengan harganya,5,Positif,barangnya bagus seuai harganya,2
Buagus........................,5,Positif,buagus,2
barang udah diterima tapi proses pengiriman nya lama...,5,Positif,barang udah diterima proses pengiriman nya,2
"Barang baguusssss, pengiriman lumayan cepat",5,Positif,barang baguusssss pengiriman lumayan cepat,2
barang sudah diterima dan sesuai pesanan. thank you seller.,5,Positif,barang diterima sesuai pesanan thank you seller,2
"Barang sdh sampai dan sesuai dgn pesanan ,maaf telat beri ulasan nya tq toped dan warung olahraga,sukses selalu...!!!!",5,Positif,barang sdh sesuai dgn pesanan maaf telat ulasan nya tq toped warung olahragasukses,2
"Brg bagus itulah sebabnya sy mau pesan lagi,trims.",5,Positif,brg bagus sy pesan lagitrims,2
barang bagusssssssssssssssssssssss,3,Netral,barang bagusssssssssssssssssssssss,1
thx swller decker dah ktrima. kualitas bagus. ukirsn L pas. sukses slalu seller,5,Positif,thx swller decker dah ktrima kualitas bagus ukirsn l pas sukses slalu seller,2
barang sesuai dengan pesanan dan telah diterima dalam keadaan baik,5,Positif,barang sesuai pesanan diterima,2
Recomended and fast respon,5,Positif,recomended and fast respon,2
Siiiiiiiiiiiiiiiiiippppp,5,Positif,siiiiiiiiiiiiiiiiiippppp,2
Terima kasih produk bagus dan recomend,5,Positif,terima kasih produk bagus recomend,2
Sedikit kecewa ukurannya kekecilan.. Jadi g bisa kepakai..,3,Netral,kecewa ukurannya kekecilan g kepakai,1
Barang sudah sampai gan... Trims..,5,Positif,barang gan trims,2
Seller responsif dan kirimnya cukup cepat ! Good job,5,Positif,seller responsif kirimnya cepat good job,2
Gambar /pic warna coklat koq di kasihnya warna hitam,2,Negatif,gambar pic warna coklat koq kasihnya warna hitam,0
Siipp.. pengiriman cepat.. respon jg,5,Positif,siipp pengiriman cepat respon jg,2
barang sesuai order.. good,5,Positif,barang sesuai order good,2
"Produk sesuai dan lumayan, makasih yaa",5,Positif,produk sesuai lumayan makasih yaa,2
"maaf baru kasih ulasan,  terima kasih yah :)",5,Positif,maaf kasih ulasan terima kasih yah,2
"Barang sudah sampai packing rapi, dan bahannya tebal y mantap",5,Positif,barang packing rapi bahannya tebal y mantap,2
Bagus barangnya...sdh 3xbeli disini....brg cpt smp d tangan,5,Positif,bagus barangnyasdh xbeli disinibrg cpt smp d tangan,2
Ukurannya kekecilan. Tapi fast respons,3,Netral,ukurannya kekecilan fast respons,1
Barangnya bagus...penjual ok kekurangan barang langsung diterima nga pake banyak alasan,5,Positif,barangnya baguspenjual ok kekurangan barang langsung diterima nga pake alasan,2
"Barang sesuai harga mantab
Makyuss",5,Positif,barang sesuai harga mantab makyuss,2
Thanks gan walaupun kekecilan,3,Netral,thanks gan kekecilan,1
"Bagus, sesuai kualitas dg harga",4,Positif,bagus sesuai kualitas dg harga,2
"Respons cepat, kualitas produk juga bagus, saya beli ukuran M, masih seret banget agak sulit pakainya",5,Positif,respons cepat kualitas produk bagus beli ukuran m seret banget sulit pakainya,2
cukup bagus cocok buat olah raga ato nyeri lutut kaki,3,Netral,bagus cocok olah raga ato nyeri lutut kaki,1
"sip gan, sesuai pesanan n pas dilutut. thanks",4,Positif,sip gan sesuai pesanan n pas dilutut thanks,2
"Produk bagus, hanya saya salah persepsi dalam pembelian, saya pikir dapat sepasang, ternyata isinya memang hanya satu",5,Positif,produk bagus salah persepsi pembelian pikir sepasang isinya,2
jos..packing n pengiriman tepat,5,Positif,jospacking n pengiriman,2
trimaksh brangnya sdh smpe ....................,4,Positif,trimaksh brangnya sdh smpe,2
serviceeeeeeee bagussssssssssssss,5,Positif,serviceeeeeeee bagussssssssssssss,2
Barang sesuai dengan gambar kiriman cepat,5,Positif,barang sesuai gambar kiriman cepat,2
"Penjual responsif, barang lumayan. Tapi agak kurang nyaman dipakai buat banyak gerak. Mungkin karena masih awal.",4,Positif,penjual responsif barang lumayan nyaman dipakai gerak,2
terima kasih gan...................................,5,Positif,terima kasih gan,2
barang sdh diterima gan. thnks,5,Positif,barang sdh diterima gan thnks,2
Terima Kasih............................................,5,Positif,terima kasih,2
barang oke delivery oke harga oke,5,Positif,barang oke delivery oke harga oke,2
Biar bintang yang berbicara.. Sedikit kecewa..,3,Netral,biar bintang berbicara kecewa,1
"waduhh yg ini Aku kurang teliti baca size d foto kardusnya, kirain sama size nya dngn yg coklat , sedih btw sehari langsung sampe nih, terimakasih",4,Positif,waduhh yg teliti baca size d foto kardusnya kirain size nya dngn yg coklat sedih btw sehari langsung sampe nih terimakasih,2
"Lumayan cepat, tapi sayang saya salah pilih size. Overall sip lah, seller nya cooperatif.",3,Netral,lumayan cepat sayang salah pilih size overall sip seller nya cooperatif,1
"Decker uda diterima, size juga uda benar. Kondisi packing rapi & bagus,... Tapi ongkir saya untuk retur nya gak jadi diganti , kenapa ya?",3,Netral,decker uda diterima size uda kondisi packing rapi bagus ongkir retur nya gak diganti ya,1
"Terimakasih gan barang sudah sampai, kualitas oke bgt. Sampai order 2x :)",5,Positif,terimakasih gan barang kualitas oke bgt order x,2
"Barang sudah diterima, kondisi packing oke barang juga oke. Good job",4,Positif,barang diterima kondisi packing oke barang oke good job,2
barang diterima sesuai spec... terima kasih,4,Positif,barang diterima sesuai spec terima kasih,2
"Barang ok, semoga awet , thank you seller.",4,Positif,barang ok semoga awet thank you seller,2
"Barang sudah diterima gan, thanks banget",5,Positif,barang diterima gan thanks banget,2
"tepat waktu,barang oke....................",5,Positif,waktubarang oke,2
kacamata renang cukup jelas tidak ngmbun wkt dipakai,4,Positif,kacamata renang ngmbun wkt dipakai,2
Barang mantap harga bagus,5,Positif,barang mantap harga bagus,2
Jenis oles ternyata.. bukan spray atau tetes.. 👍🏻,5,Positif,jenis oles spray tetes 👍🏻,2
Cukup efektif bikin kacamata renang bebas embun tapi perlu di aplikasikan ulang sebelum pemakaian.,4,Positif,efektif bikin kacamata renang bebas embun aplikasikan ulang pemakaian,2
Pengiriman terlalu lama,4,Positif,pengiriman,2
Barang telah diterima sesuai pesanan.,5,Positif,barang diterima sesuai pesanan,2
Recommended seller.......,5,Positif,recommended seller,2
Kacamata jd kinclong..tinggal digosok2 di bagian dalamnya,5,Positif,kacamata jd kinclongtinggal digosok dalamnya,2
"Barang sesuai diskripsi, pemakaian hanya dioles kemudian dibilas dan tidak mengembun",5,Positif,barang sesuai diskripsi pemakaian dioles dibilas mengembun,2
"Barang diterima sesuai dengan pesanan, hanya blm coba dipakai.",4,Positif,barang diterima sesuai pesanan blm coba dipakai,2
"Pengiman cepat, kacamata masih bisa mengembun sedikit namun cepat hilang",5,Positif,pengiman cepat kacamata mengembun cepat hilang,2
Harus di apply tiap kali mau berenang ke kacamata renang untuk hasil maksimal,4,Positif,apply kali berenang kacamata renang hasil maksimal,2
"Buk dicoba , semoga ga ada Maslaah dan berfungsi dengan baik",5,Positif,buk dicoba semoga ga maslaah berfungsi,2
"Barang diterima, cara pemakaian dioles bukan disemprot, thanks",4,Positif,barang diterima pemakaian dioles disemprot thanks,2
Mantap... gak ngembun sama sekali tapi packing kurang bagus,5,Positif,mantap gak ngembun packing bagus,2
sdh diterima packing ok. tp blm di coba tq gan,4,Positif,sdh diterima packing ok tp blm coba tq gan,2
"Pas buka isinya kirain cm aer sabun.
Tp ternyata bnr ampun ilang fog .
Tp yaa paling bertahan 15-20’min pas pemakaian aja.

Over all, ok lah membantu mengembalikan lapisan fog.
Dl sblm pake. Per menit mst di bilas aer",5,Positif,pas buka isinya kirain cm aer sabun tp bnr ampun ilang fog tp yaa bertahan ’ min pas pemakaian aja over all ok membantu mengembalikan lapisan fog dl sblm pake menit mst bilas aer,2
cepat sampainya. barang sesuai deskripsi,5,Positif,cepat sampainya barang sesuai deskripsi,2
Respons dan pelayanan sangat baik..,5,Positif,respons pelayanan,2
Beneran kagak ngembun renang jadi lbh konsentrasi,5,Positif,beneran kagak ngembun renang lbh konsentrasi,2
"Terimakasih,barang sudah sampai kondisi baik,dicoba hasilnya bagus,pemakaian mudah.terimakasih",4,Positif,terimakasihbarang kondisi baikdicoba hasilnya baguspemakaian mudahterimakasih,2
Barang sudah diterima tankz gan,5,Positif,barang diterima tankz gan,2
bagus. dioles lsg tidak ada embun . brg sesuai foto,5,Positif,bagus dioles lsg embun brg sesuai foto,2
"saya sdh lama pakai produk ini. lebih praktis dari pada spray.
trims.",5,Positif,sdh pakai produk praktis spray trims,2
Blm di coba...................,3,Netral,blm coba,1
"Pengiriman cepat dan packing rapi. Produk belum sempat dicoba,..akan saya review lagi setelahnya.",5,Positif,pengiriman cepat packing rapi produk dicobaakan review setelahnya,2
Datang baik. Belum coba sih...,3,Netral,coba sih,1
Sudah sekali pakai anti-fog ini. It works :),5,Positif,pakai antifog it works,2
barang sudah sampe terimakasih.,4,Positif,barang sampe terimakasih,2
barang sudah sampai tapi blm sempatbdi coba thx,4,Positif,barang blm sempatbdi coba thx,2
"terimakasih, recomended sellllerrrrrr",5,Positif,terimakasih recomended sellllerrrrrr,2
hehehe beneran tak coba and sama sekali tak berembun...,4,Positif,hehehe beneran coba and berembun,2
SUDAH SAMPAI DENGAN SELAMAT SENTAUSA..,4,Positif,selamat sentausa,2
"terima kasih, barang sudah saya terima",4,Positif,terima kasih barang terima,2
"Mantab, sesuai dengan yang diharapkan :)",5,Positif,mantab sesuai diharapkan,2
"produk sudah diterima dengan baik, packaging aman, produknya kecil yah. terima kasih",5,Positif,produk diterima packaging aman produknya yah terima kasih,2
"Joss Boss, barang cepat sampai, mengingat melewati hari libur",5,Positif,joss boss barang cepat melewati libur,2
barang sudah diterima. Ada segelnya mantap,5,Positif,barang diterima segelnya mantap,2
......................................................................................,5,Positif,,2
makasihhhhhhhhhhhhhhhhhhhhhhhhhhh,5,Positif,makasihhhhhhhhhhhhhhhhhhhhhhhhhhh,2
Isi cukup sedikit dengan harga yang ga murah,3,Netral,isi harga ga murah,1
lumayan.......................................,4,Positif,lumayan,2
"Barang sudah sampai rapi dan siap digunakan, trims",4,Positif,barang rapi trims,2
Barangnya sudah sampai ya. Terima kasih.,3,Netral,barangnya ya terima kasih,1
Terimakasih yaaaa barang sdh diterima...Hehehee,5,Positif,terimakasih yaaaa barang sdh diterimahehehee,2
berfungsi juga! finally. trims.,4,Positif,berfungsi finally trims,2
"barang sudah sampai, thank you!",4,Positif,barang thank you,2
Barang sudah diterima sory kalau agak lama responnya,5,Positif,barang diterima sory responnya,2
Kaca tetap berembun dan membuat kaca jd kotor,1,Negatif,kaca berembun kaca jd kotor,0
thx..............................,5,Positif,thx,2
Sudah diterima dan sudah dicoba. Thanks untuk proses yang cepat. Sempat kaget dikit waktu buka packing kok ada yang kirim coklat. ;),5,Positif,diterima dicoba thanks proses cepat kaget dikit buka packing kirim coklat,2
"Barang sesuai, packing bagus, pengiriman cepat, respon cepat, recommended...",5,Positif,barang sesuai packing bagus pengiriman cepat respon cepat recommended,2
"Manthaaap bet ping-pong nya,  spin dan power yahuud.. layanan dan respon penjual excellent",5,Positif,manthaaap bet pingpong nya spin power yahuud layanan respon penjual excellent,2
Makyuz sesuai deskripsi,5,Positif,makyuz sesuai deskripsi,2
"Barang Ok, pengiriman agak telat",5,Positif,barang ok pengiriman telat,2
Terima kasih ... barang sesuai .. bagus,5,Positif,terima kasih barang sesuai bagus,2
Respon ok dan kualitas oke sippp,5,Positif,respon ok kualitas oke sippp,2
"Barang sudah diterima dengan baik mntab 👌 respon penjual baik, pengiriman cepat, produk sehat no cacat",5,Positif,barang diterima mntab 👌 respon penjual pengiriman cepat produk sehat no cacat,2
"Thanks gan,brg kalo bagus,nanti order lagi&#34;",5,Positif,thanks ganbrg kalo bagusnanti order,2
"Fast respond, barang sesuai deskripsi, pelayanan mantap",5,Positif,fast respond barang sesuai deskripsi pelayanan mantap,2
Barang kami terima dengan baik sesuai pesanan dan waktu pengiriman sangat cepat,5,Positif,barang terima sesuai pesanan pengiriman cepat,2
"Spin mantap, power mantap",5,Positif,spin mantap power mantap,2
"Mantapp, makasih bosss",5,Positif,mantapp makasih bosss,2
"Respon cepat, barang sesuai deskripsi, thanks gan",5,Positif,respon cepat barang sesuai deskripsi thanks gan,2
"Barang bagus banget, sesuai harga",5,Positif,barang bagus banget sesuai harga,2
Barang Ok. Butuh control yang oke juga dr pemainnya,5,Positif,barang ok butuh control oke dr pemainnya,2
produk sudah diterima dengan baik. terima kasih,5,Positif,produk diterima terima kasih,2
"Sdh dicoba, produk sgt bagus, sesuai deskripsi.",5,Positif,sdh dicoba produk sgt bagus sesuai deskripsi,2
Baguuuuus cuma sayang gak dpt sarung nya..hehe,4,Positif,baguuuuus sayang gak dpt sarung nyahehe,2
service cepat dan sigap....sangat memuaskan....rekomen..............,5,Positif,service cepat sigapsangat memuaskanrekomen,2
"Terima kasih Gan, barang sudah diterima dengan baik",5,Positif,terima kasih gan barang diterima,2
thank gan barang sudah nyampe. mantab,5,Positif,thank gan barang nyampe mantab,2
Pembelian yang kedua untuk produk yang sama. (Pesanan kolega).Mantab👍,5,Positif,pembelian produk pesanan kolegamantab👍,2
"Bintang 4 dulu krn blm dicoba.. pesan senin pagi, selasa sore sdh sampe di lombok.. thanks",4,Positif,bintang krn blm dicoba pesan senin pagi selasa sore sdh sampe lombok thanks,2
pakingya rapih. untuk bednya saya belum pakai,5,Positif,pakingya rapih bednya pakai,2
mantap gan kwalitasnya....pengirimannya ceper nyampenya....thankz,5,Positif,mantap gan kwalitasnyapengirimannya ceper nyampenyathankz,2
"ini orderan yg ke 2
barang sudah diterima... bagus....",5,Positif,orderan yg barang diterima bagus,2
barang sudah diterima... bagus....,5,Positif,barang diterima bagus,2
Barang sudah diterima... akurasi sesuai,4,Positif,barang diterima akurasi sesuai,2
terima kasih atas produk dan pelayanan penjualannya.,5,Positif,terima kasih produk pelayanan penjualannya,2
"Produk yang kami terima sesuai dengan yang di gambar. Saran, sebaiknya lebih dideskripsikan lagi spesifikasi sebagai bahan promosi. Kalau bisa gambar bet dikeluarkan dari sampul agar lebih kelihatan. Secara umum good.",4,Positif,produk terima sesuai gambar saran dideskripsikan spesifikasi bahan promosi gambar bet dikeluarkan sampul good,2
sedep..sedep..sedep..sedep...sedep..,5,Positif,sedepsedepsedepsedepsedep,2
barang diterima dengan baik... tks....,5,Positif,barang diterima tks,2
barang sampai dg selamat..semoga awet,4,Positif,barang dg selamatsemoga awet,2
makasih gan barang sesuai dengan deskripsi tinggal di coba makasih ...,5,Positif,makasih gan barang sesuai deskripsi tinggal coba makasih,2
Datang sesuai dengan jadwal dan kualitas barang sesuai orderan,5,Positif,sesuai jadwal kualitas barang sesuai orderan,2
makasi gan.uda sampe brgnya.thx ya,5,Positif,makasi ganuda sampe brgnyathx ya,2
bagus!! udh di coba.. cuman pengiriman yang aga telat.. tp karna pruduknya bagus... sipp lahh!! mantab....,4,Positif,bagus udh coba cuman pengiriman aga telat tp karna pruduknya bagus sipp lahh mantab,2
"sudah terima, maaf telat, sip...................",4,Positif,terima maaf telat sip,2
"sangat baik dan saya sangat puas, terima kasih",5,Positif,puas terima kasih,2
"barangnya sudah sampai.. tp lama... pdhl sudah pilih pake paketan JNE yg YES (sehari sampai).. order hari rabu, senin baru sampai..",4,Positif,barangnya tp pdhl pilih pake paketan jne yg yes sehari order rabu senin,2
"barang diterima, sesuai pesanan",5,Positif,barang diterima sesuai pesanan,2
Nice product sesuai sama yang ada di gambar really recomended seller,4,Positif,nice product sesuai gambar really recomended seller,2
"barang mantab tapi belum dicoba pakai main ehehe, bungkus kurang oke krn ada sobek..tapi okelah...",4,Positif,barang mantab dicoba pakai main ehehe bungkus oke krn sobektapi okelah,2
"mantap punya, kwalitas barang sesuai harga",4,Positif,mantap kwalitas barang sesuai harga,2
trm ksh paket sdh sampai barangnya lumayan bagus,3,Netral,trm ksh paket sdh barangnya lumayan bagus,1
Sesuai dengan pesanan Thanks................................,4,Positif,sesuai pesanan thanks,2
udah di coba dan memang mantap sesuai harapan sesuai yg di discripnya... ok deh pokoknya...,5,Positif,udah coba mantap sesuai harapan sesuai yg discripnya ok deh pokoknya,2
barang siap pakai gan...terima kasih...mantabbee...,5,Positif,barang pakai ganterima kasihmantabbee,2
"bat sudah diterima dgn baik, terima kasih agan seller.",5,Positif,bat diterima dgn terima kasih agan seller,2
"Keren banget, diterima dengan baik.. terima kasih",5,Positif,keren banget diterima terima kasih,2
Baru diterima. Terima kasih :),5,Positif,diterima terima kasih,2
Brng telah diterima..Sesuai dengan gambar tk seller & toped,4,Positif,brng diterimasesuai gambar tk seller toped,2
"Terima kasih ya,suami seneng banget paket nya sudah datang...",5,Positif,terima kasih yasuami seneng banget paket nya,2
barang mantappp.. respon cepattt.. terimakasih,5,Positif,barang mantappp respon cepattt terimakasih,2
Terima kasih barang sudah diterima..,5,Positif,terima kasih barang diterima,2
"Mantap..............................
Mantap..............................
Mantap..............................
Mantap..............................",4,Positif,mantap mantap mantap mantap,2
"barang mantap, pengiriman cepat",5,Positif,barang mantap pengiriman cepat,2
Barangnya sdh sampai dgn selamat.. blm dcoba sih.. sesuai dgn pic.. thx ya.m,5,Positif,barangnya sdh dgn selamat blm dcoba sih sesuai dgn pic thx yam,2
